,0,1,2,3,4,5,6,7,8,9,10,11
0,"['2020. 04. 01', '2020. 04. 02', '2020. 04. 03', '2020. 04. 04', '2020. 04. 05', '2020. 04. 06', '2020. 04. 07', '2020. 04. 08', '2020. 04. 09', '2020. 04. 10', '2020. 04. 11', '2020. 04. 12', '2020. 04. 13', '2020. 04. 14', '2020. 04. 15', '2020. 04. 16', '2020. 04. 17', '2020. 04. 18', '2020. 04. 19', '2020. 04. 20', '2020. 04. 21', '2020. 04. 22', '2020. 04. 23', '2020. 04. 24', '2020. 04. 25', '2020. 04. 26', '2020. 04. 27', '2020. 04. 28', '2020. 04. 29', '2020. 04. 30', '2020. 05. 01', '2020. 05. 02', '2020. 05. 03', '2020. 05. 04', '2020. 05. 05', '2020. 05. 06', '2020. 05. 07', '2020. 05. 08', '2020. 05. 09']","['2020. 04. 01', '2020. 04. 02', '2020. 04. 03', '2020. 04. 04', '2020. 04. 05', '2020. 04. 06', '2020. 04. 07', '2020. 04. 08', '2020. 04. 09', '2020. 04. 10', '2020. 04. 11', '2020. 04. 12', '2020. 04. 13', '2020. 04. 14', '2020. 04. 15', '2020. 04. 16', '2020. 04. 17', '2020. 04. 18', '2020. 04. 19', '2020. 04. 20', '2020. 04. 21', '2020. 04. 22', '2020. 04. 23', '2020. 04. 24', '2020. 04. 25', '2020. 04. 26', '2020. 04. 27', '2020. 04. 28', '2020. 04. 29', '2020. 04. 30', '2020. 05. 01', '2020. 05. 02', '2020. 05. 03', '2020. 05. 04', '2020. 05. 05', '2020. 05. 06', '2020. 05. 07', '2020. 05. 08', '2020. 05. 09']","['2020. 04. 01', '2020. 04. 02', '2020. 04. 03', '2020. 04. 04', '2020. 04. 05', '2020. 04. 06', '2020. 04. 07', '2020. 04. 08', '2020. 04. 09', '2020. 04. 10', '2020. 04. 11', '2020. 04. 12', '2020. 04. 13', '2020. 04. 14', '2020. 04. 15', '2020. 04. 16', '2020. 04. 17', '2020. 04. 18', '2020. 04. 19', '2020. 04. 20', '2020. 04. 21', '2020. 04. 22', '2020. 04. 23', '2020. 04. 24', '2020. 04. 25', '2020. 04. 26', '2020. 04. 27', '2020. 04. 28', '2020. 04. 29', '2020. 04. 30', '2020. 05. 01', '2020. 05. 02', '2020. 05. 03', '2020. 05. 04', '2020. 05. 05', '2020. 05. 06', '2020. 05. 07', '2020. 05. 08', '2020. 05. 09']","['2020. 04. 01', '2020. 04. 02', '2020. 04. 03', '2020. 04. 04', '2020. 04. 05', '2020. 04. 06', '2020. 04. 07', '2020. 04. 08', '2020. 04. 09', '2020. 04. 10', '2020. 04. 13', '2020. 04. 14', '2020. 04. 16', '2020. 04. 17', '2020. 04. 18', '2020. 04. 20', '2020. 04. 21', '2020. 04. 22', '2020. 04. 23', '2020. 04. 24', '2020. 04. 25', '2020. 04. 26', '2020. 04. 27', '2020. 04. 28', '2020. 04. 29', '2020. 04. 30']","['2020. 04. 01', '2020. 04. 02', '2020. 04. 03', '2020. 04. 04', '2020. 04. 06', '2020. 04. 07', '2020. 04. 08', '2020. 04. 09', '2020. 04. 10', '2020. 04. 12', '2020. 04. 13', '2020. 04. 14', '2020. 04. 16', '2020. 04. 17', '2020. 04. 18', '2020. 04. 20', '2020. 04. 21', '2020. 04. 22', '2020. 04. 23', '2020. 04. 24', '2020. 04. 26', '2020. 04. 27', '2020. 04. 28', '2020. 04. 29', '2020. 04. 30', '2020. 05. 02', '2020. 05. 03', '2020. 05. 04', '2020. 05. 06', '2020. 05. 07', '2020. 05. 08', '2020. 05. 09']","['2020. 04. 01', '2020. 04. 02', '2020. 04. 03', '2020. 04. 04', '2020. 04. 05', '2020. 04. 06', '2020. 04. 07', '2020. 04. 08', '2020. 04. 09', '2020. 04. 10', '2020. 04. 11', '2020. 04. 12', '2020. 04. 13', '2020. 04. 14', '2020. 04. 15', '2020. 04. 16', '2020. 04. 17', '2020. 04. 18', '2020. 04. 19', '2020. 04. 20', '2020. 04. 21', '2020. 04. 22', '2020. 04. 23', '2020. 04. 24', '2020. 04. 25', '2020. 04. 26', '2020. 04. 27', '2020. 04. 28', '2020. 04. 29', '2020. 04. 30']","['2020. 04. 01', '2020. 04. 02', '2020. 04. 03', '2020. 04. 04', '2020. 04. 05', '2020. 04. 06', '2020. 04. 07', '2020. 04. 08', '2020. 04. 09', '2020. 04. 10', '2020. 04. 13', '2020. 04. 14', '2020. 04. 16', '2020. 04. 17', '2020. 04. 18', '2020. 04. 20', '2020. 04. 21', '2020. 04. 22', '2020. 04. 23', '2020. 04. 24']","['2020. 04. 02', '2020. 04. 04', '2020. 04. 14', '2020. 04. 16', '2020. 04. 20', '2020. 04. 22', '2020. 04. 24']","['2020. 04. 01', '2020. 04. 03', '2020. 04. 04', '2020. 04. 05', '2020. 04. 06', '2020. 04. 07', '2020. 04. 08', '2020. 04. 10', '2020. 04. 11', '2020. 04. 12', '2020. 04. 14', '2020. 04. 18', '2020. 04. 19', '2020. 04. 21', '2020. 04. 25', '2020. 04. 26', '2020. 04. 28', '2020. 04. 29']","['2020. 04. 01', '2020. 04. 02', '2020. 04. 03', '2020. 04. 05', '2020. 04. 06', '2020. 04. 07', '2020. 04. 08', '2020. 04. 09', '2020. 04. 10', '2020. 04. 11', '2020. 04. 12', '2020. 04. 13', '2020. 04. 14', '2020. 04. 16', '2020. 04. 17', '2020. 04. 18', '2020. 04. 20', '2020. 04. 21', '2020. 04. 22', '2020. 04. 23', '2020. 04. 24', '2020. 04. 25', '2020. 04. 26', '2020. 04. 30']",,
1,['2020. 04. 11'],"['2020. 04. 01', '2020. 04. 02', '2020. 04. 03', '2020. 04. 04', '2020. 04. 05', '2020. 04. 06', '2020. 04. 07', '2020. 04. 08', '2020. 04. 09', '2020. 04. 10', '2020. 04. 11', '2020. 04. 12', '2020. 04. 13', '2020. 04. 14', '2020. 04. 15', '2020. 04. 16', '2020. 04. 17', '2020. 04. 18', '2020. 04. 19', '2020. 04. 20', '2020. 04. 21', '2020. 04. 22', '2020. 04. 23', '2020. 04. 24', '2020. 04. 25', '2020. 04. 26', '2020. 04. 27', '2020. 04. 28', '2020. 04. 29', '2020. 04. 30']","['2020. 04. 05', '2020. 04. 08', '2020. 04. 10', '2020. 04. 11', '2020. 04. 15', '2020. 04. 16', '2020. 04. 19', '2020. 04. 24', '2020. 04. 25', '2020. 04. 29']","['2020. 04. 01', '2020. 04. 04', '2020. 04. 05', '2020. 04. 11', '2020. 04. 17', '2020. 04. 18', '2020. 04. 19', '2020. 04. 25', '2020. 04. 26', '2020. 04. 28']","['2020. 04. 01', '2020. 04. 02', '2020. 04. 03', '2020. 04. 04', '2020. 04. 05', '2020. 04. 06', '2020. 04. 07', '2020. 04. 08', '2020. 04. 09', '2020. 04. 10', '2020. 04. 11', '2020. 04. 12', '2020. 04. 13', '2020. 04. 14', '2020. 04. 16', '2020. 04. 17', '2020. 04. 18', '2020. 04. 19', '2020. 04. 20', '2020. 04. 21', '2020. 04. 22', '2020. 04. 23', '2020. 04. 24', '2020. 04. 25', '2020. 04. 26', '2020. 04. 27', '2020. 04. 28', '2020. 04. 29']","['2020. 04. 01', '2020. 04. 02', '2020. 04. 03', '2020. 04. 04', '2020. 04. 06', '2020. 04. 07', '2020. 04. 08', '2020. 04. 09', '2020. 04. 10', '2020. 04. 12', '2020. 04. 13', '2020. 04. 14', '2020. 04. 16', '2020. 04. 17', '2020. 04. 18', '2020. 04. 20', '2020. 04. 21', '2020. 04. 22', '2020. 04. 23', '2020. 04. 24', '2020. 04. 26', '2020. 04. 27', '2020. 04. 28', '2020. 04. 29', '2020. 05. 03', '2020. 05. 06', '2020. 05. 09', '2020. 05. 15', '2020. 05. 17']","['2020. 04. 07', '2020. 04. 18', '2020. 04. 25', '2020. 05. 16', '2020. 05. 30']","['2020. 04. 01', '2020. 04. 02', '2020. 04. 03', '2020. 04. 05', '2020. 04. 06', '2020. 04. 07', '2020. 04. 08', '2020. 04. 09', '2020. 04. 10', '2020. 04. 11', '2020. 04. 13', '2020. 04. 14', '2020. 04. 15', '2020. 04. 16', '2020. 04. 17', '2020. 04. 18', '2020. 04. 19', '2020. 04. 20', '2020. 04. 21', '2020. 04. 22', '2020. 04. 23', '2020. 04. 24', '2020. 04. 25', '2020. 04. 26', '2020. 04. 27', '2020. 04. 28', '2020. 04. 29', '2020. 04. 30']","['2020. 04. 01', '2020. 04. 02', '2020. 04. 03', '2020. 04. 04', '2020. 04. 05', '2020. 04. 06', '2020. 04. 07', '2020. 04. 08', '2020. 04. 09', '2020. 04. 10', '2020. 04. 11', '2020. 04. 12', '2020. 04. 13', '2020. 04. 14', '2020. 04. 15', '2020. 04. 16', '2020. 04. 17', '2020. 04. 18', '2020. 04. 19', '2020. 04. 20', '2020. 04. 21', '2020. 04. 22', '2020. 04. 23', '2020. 04. 24', '2020. 04. 25', '2020. 04. 26', '2020. 04. 27', '2020. 04. 28', '2020. 04. 29', '2020. 04. 30', '2020. 05. 01', '2020. 05. 02', '2020. 05. 03']","['2020. 04. 02', '2020. 04. 07', '2020. 04. 08', '2020. 04. 14', '2020. 04. 16', '2020. 04. 22', '2020. 04. 24', '2020. 04. 27', '2020. 04. 28']","['2020. 04. 05', '2020. 04. 19']","['2020. 04. 05', '2020. 04. 07', '2020. 04. 11', '2020. 04. 12', '2020. 04. 13', '2020. 04. 18', '2020. 04. 19', '2020. 04. 21', '2020. 04. 25', '2020. 04. 26', '2020. 04. 28']"
2,"['2020. 04. 05', '2020. 04. 10', '2020. 04. 18', '2020. 04. 26']","['2020. 04. 10', '2020. 04. 24']",['2020. 04. 25'],"['2020. 04. 01', '2020. 04. 02', '2020. 04. 03', '2020. 04. 04', '2020. 04. 06', '2020. 04. 07', '2020. 04. 08', '2020. 04. 09', '2020. 04. 10', '2020. 04. 12', '2020. 04. 13', '2020. 04. 14', '2020. 04. 16', '2020. 04. 17', '2020. 04. 18', '2020. 04. 20', '2020. 04. 21', '2020. 04. 22', '2020. 04. 23', '2020. 04. 24', '2020. 04. 26', '2020. 04. 27', '2020. 04. 28', '2020. 04. 29', '2020. 04. 30', '2020. 05. 02', '2020. 05. 03', '2020. 05. 04', '2020. 05. 06', '2020. 05. 07', '2020. 05. 08', '2020. 05. 09']","['2020. 04. 01', '2020. 04. 02', '2020. 04. 03', '2020. 04. 04', '2020. 04. 05', '2020. 04. 06', '2020. 04. 07', '2020. 04. 08', '2020. 04. 09', '2020. 04. 10', '2020. 04. 11', '2020. 04. 12', '2020. 04. 13', '2020. 04. 14', '2020. 04. 15', '2020. 04. 16', '2020. 04. 17', '2020. 04. 18', '2020. 04. 19', '2020. 04. 20', '2020. 04. 21', '2020. 04. 22', '2020. 04. 23', '2020. 04. 24', '2020. 04. 25', '2020. 04. 26', '2020. 04. 27', '2020. 04. 28', '2020. 04. 29', '2020. 04. 30']","['2020. 04. 01', '2020. 04. 02', '2020. 04. 03', '2020. 04. 04', '2020. 04. 05', '2020. 04. 06', '2020. 04. 07', '2020. 04. 08', '2020. 04. 09', '2020. 04. 10', '2020. 04. 13', '2020. 04. 14', '2020. 04. 16', '2020. 04. 17', '2020. 04. 18', '2020. 04. 20', '2020. 04. 21', '2020. 04. 22', '2020. 04. 23', '2020. 04. 24']",,,,,,
3,['2020. 04. 02'],"['2020. 04. 01', '2020. 04. 02', '2020. 04. 03', '2020. 04. 04', '2020. 04. 05', '2020. 04. 06', '2020. 04. 07', '2020. 04. 08', '2020. 04. 09', '2020. 04. 10', '2020. 04. 11', '2020. 04. 12', '2020. 04. 13', '2020. 04. 14', '2020. 04. 15', '2020. 04. 16', '2020. 04. 17', '2020. 04. 18', '2020. 04. 19', '2020. 04. 20', '2020. 04. 21', '2020. 04. 22', '2020. 04. 23', '2020. 04. 24', '2020. 04. 25', '2020. 04. 26', '2020. 04. 27', '2020. 04. 28', '2020. 04. 29', '2020. 04. 30', '2020. 05. 01', '2020. 05. 02', '2020. 05. 03', '2020. 05. 04', '2020. 05. 05', '2020. 05. 06', '2020. 05. 07', '2020. 05. 08', '2020. 05. 09']","['2020. 04. 01', '2020. 04. 02', '2020. 04. 03', '2020. 04. 04', '2020. 04. 05', '2020. 04. 06', '2020. 04. 07', '2020. 04. 08', '2020. 04. 09', '2020. 04. 10', '2020. 04. 11', '2020. 04. 12', '2020. 04. 13', '2020. 04. 14', '2020. 04. 15', '2020. 04. 16', '2020. 04. 17', '2020. 04. 18', '2020. 04. 19', '2020. 04. 20', '2020. 04. 21', '2020. 04. 22', '2020. 04. 23', '2020. 04. 24', '2020. 04. 25', '2020. 04. 26', '2020. 04. 27', '2020. 04. 28', '2020. 04. 29', '2020. 04. 30', '2020. 05. 01', '2020. 05. 02', '2020. 05. 03', '2020. 05. 04', '2020. 05. 05', '2020. 05. 06', '2020. 05. 07', '2020. 05. 08', '2020. 05. 09']","['2020. 04. 01', '2020. 04. 02', '2020. 04. 03', '2020. 04. 04', '2020. 04. 06', '2020. 04. 07', '2020. 04. 08', '2020. 04. 09', '2020. 04. 10', '2020. 04. 12', '2020. 04. 13', '2020. 04. 14', '2020. 04. 16', '2020. 04. 17', '2020. 04. 18', '2020. 04. 20', '2020. 04. 21', '2020. 04. 22', '2020. 04. 23', '2020. 04. 24', '2020. 04. 26', '2020. 04. 27', '2020. 04. 28', '2020. 04. 29', '2020. 04. 30', '2020. 05. 02', '2020. 05. 03', '2020. 05. 04', '2020. 05. 06', '2020. 05. 07', '2020. 05. 08', '2020. 05. 09']","['2020. 04. 01', '2020. 04. 02', '2020. 04. 03', '2020. 04. 04', '2020. 04. 05', '2020. 04. 06', '2020. 04. 07', '2020. 04. 08', '2020. 04. 09', '2020. 04. 10', '2020. 04. 11', '2020. 04. 12', '2020. 04. 13', '2020. 04. 14', '2020. 04. 15', '2020. 04. 16', '2020. 04. 17', '2020. 04. 18', '2020. 04. 19', '2020. 04. 20', '2020. 04. 21', '2020. 04. 22', '2020. 04. 23', '2020. 04. 24', '2020. 04. 25', '2020. 04. 26', '2020. 04. 27', '2020. 04. 28', '2020. 04. 29', '2020. 04. 30']","['2020. 04. 01', '2020. 04. 02', '2020. 04. 03', '2020. 04. 04', '2020. 04. 05', '2020. 04. 06', '2020. 04. 07', '2020. 04. 08', '2020. 04. 09', '2020. 04. 10', '2020. 04. 13', '2020. 04. 14', '2020. 04. 16', '2020. 04. 17', '2020. 04. 18', '2020. 04. 20', '2020. 04. 21', '2020. 04. 22', '2020. 04. 23', '2020. 04. 24']",,,,,,
4,"['2020. 04. 01', '2020. 04. 03', '2020. 04. 05', '2020. 04. 07', '2020. 04. 09', '2020. 04. 11', '2020. 04. 13', '2020. 04. 16', '2020. 04. 17', '2020. 04. 19', '2020. 04. 21', '2020. 04. 23', '2020. 04. 25', '2020. 04. 27', '2020. 04. 29']","['2020. 04. 02', '2020. 04. 05', '2020. 04. 09']","['2020. 04. 01', '2020. 04. 02', '2020. 04. 03', '2020. 04. 04', '2020. 04. 05', '2020. 04. 06', '2020. 04. 07', '2020. 04. 08', '2020. 04. 09', '2020. 04. 10', '2020. 04. 11', '2020. 04. 12', '2020. 04. 13', '2020. 04. 14', '2020. 04. 15', '2020. 04. 16', '2020. 04. 17', '2020. 04. 18', '2020. 04. 19', '2020. 04. 20', '2020. 04. 21', '2020. 04. 22', '2020. 04. 23', '2020. 04. 24', '2020. 04. 25', '2020. 04. 26', '2020. 04. 27', '2020. 04. 28', '2020. 04. 29', '2020. 04. 30', '2020. 05. 01', '2020. 05. 02', '2020. 05. 03', '2020. 05. 04', '2020. 05. 05', '2020. 05. 06', '2020. 05. 07', '2020. 05. 08', '2020. 05. 09']","['2020. 04. 01', '2020. 04. 02', '2020. 04. 03', '2020. 04. 04', '2020. 04. 06', '2020. 04. 07', '2020. 04. 08', '2020. 04. 09', '2020. 04. 10', '2020. 04. 12', '2020. 04. 13', '2020. 04. 14', '2020. 04. 16', '2020. 04. 17', '2020. 04. 18', '2020. 04. 20', '2020. 04. 21', '2020. 04. 22', '2020. 04. 23', '2020. 04. 24', '2020. 04. 26', '2020. 04. 27', '2020. 04. 28', '2020. 04. 29', '2020. 04. 30', '2020. 05. 02', '2020. 05. 03', '2020. 05. 04', '2020. 05. 06', '2020. 05. 07', '2020. 05. 08', '2020. 05. 09']","['2020. 04. 01', '2020. 04. 02', '2020. 04. 03', '2020. 04. 04', '2020. 04. 05', '2020. 04. 06', '2020. 04. 07', '2020. 04. 08', '2020. 04. 09', '2020. 04. 10', '2020. 04. 11', '2020. 04. 12', '2020. 04. 13', '2020. 04. 14', '2020. 04. 15', '2020. 04. 16', '2020. 04. 17', '2020. 04. 18', '2020. 04. 19', '2020. 04. 20', '2020. 04. 21', '2020. 04. 22', '2020. 04. 23', '2020. 04. 24', '2020. 04. 25', '2020. 04. 26', '2020. 04. 27', '2020. 04. 28', '2020. 04. 29', '2020. 04. 30']","['2020. 04. 01', '2020. 04. 02', '2020. 04. 03', '2020. 04. 04', '2020. 04. 05', '2020. 04. 06', '2020. 04. 07', '2020. 04. 08', '2020. 04. 09', '2020. 04. 10', '2020. 04. 13', '2020. 04. 14', '2020. 04. 16', '2020. 04. 17', '2020. 04. 18', '2020. 04. 20', '2020. 04. 21', '2020. 04. 22', '2020. 04. 23', '2020. 04. 24']",,,,,,
